name,scratch,avatar,video
eq8dndql24k158g099rfeq8dnh5x9s2l,https://scratch.mit.edu/projects/750871481/,https://soc-character-viewer.netlify.app/merveperk,https://youtu.be/s04xlxxQZK0
tis00otvpe0x2ehercdctis001euwbr6,https://scratch.mit.edu/projects/773599341,https://soc-character-viewer.netlify.app/uchewally,https://youtu.be/9DAfdld5BGA
w2bvkf2rymcwc5lw2bvkfc99s5c8q493,https://scratch.mit.edu/projects/779663548/,https://soc-character-viewer.netlify.app/kendiep,https://youtu.be/5rQHW5lAwnY
7wwg3b3bphpxd7i13u7wwg3btswrskn3,https://scratch.mit.edu/projects/789618823/,https://soc-character-viewer.netlify.app/anasonova,https://youtu.be/5pG04cRR0Zg
ie7gfegzdg23nwgqyaerie7gfx5ouh3i,https://scratch.mit.edu/projects/797578682,https://soc-character-viewer.netlify.app/angusroro,https://youtu.be/D0BZuTtD_Ao
5amtuc82qku9hurdl5amh9eg4n082gp8,https://scratch.mit.edu/projects/793921250,https://soc-character-viewer.netlify.app/marnold123,https://youtu.be/N8NoFFcaIfM
ye18k28lgi5zw9rux87ye18k28aarp3r,https://scratch.mit.edu/projects/823687263,https://soc-character-viewer.netlify.app/ameenah,https://youtu.be/4zvm52CNBPE
qd35p404lcrc38uo736h6qd35p452tbb,https://scratch.mit.edu/projects/794824852,https://soc-character-viewer.netlify.app/stolenmango,https://youtu.be/wnFTmLQ6htk
oi8vmeo2gotjaidbz6bzoi8vmeolci32,https://scratch.mit.edu/projects/782366313,https://soc-character-viewer.netlify.app/beedie,https://youtu.be/W4kukSvuy4g
ac2fy6ao2m211w7ft8sac2fy6o8nja6m,https://scratch.mit.edu/projects/787159153,https://soc-character-viewer.netlify.app/x86pea,https://youtu.be/S8tbQCnQMIU
vadn2ul9kgdp3nxu32ucvadn2ng09obc,https://scratch.mit.edu/projects/788996785,https://soc-character-viewer.netlify.app/lukecoder1995,https://youtu.be/6kOJ6Vtz05M
mcldsf7k850jjsfga0j8smcldshpt0v2,https://scratch.mit.edu/projects/753777711,https://soc-character-viewer.netlify.app/kaaasiulaaaa,https://youtu.be/gdfmrYiTmD8
6rbmhc534w9gkan8x324h7cd6rbmhxy1,https://scratch.mit.edu/projects/639974111,https://soc-character-viewer.netlify.app/pickolascage,https://youtu.be/NCWXDYie4Sc
x6vfkr9v7tl63tprx6vtz8y07vit1c2a,https://scratch.mit.edu/projects/784244353/,https://soc-character-viewer.netlify.app/sjxx,https://youtu.be/b8bd_FYGEss
z8bvmzl2x1mc5sjr4z8bvmzl82hipso4,https://scratch.mit.edu/projects/830459674,https://soc-character-viewer.netlify.app/joeodx,https://youtu.be/fh30P_0RvMM
6rvqjmg2noayuqn1plpzq6rvqjmg2n3r,https://scratch.mit.edu/projects/630466034,https://soc-character-viewer.netlify.app/claires37,https://www.youtube.com/watch?v=v814kfdMv8U&feature=youtu.be
rrnparaadcxt8hcxs8x2jrrnparams7j,https://scratch.mit.edu/projects/788834809,https://soc-character-viewer.netlify.app/pedropaez,https://www.youtube.com/watch?v=yILqkjntNE8
gqh5oewpx2hzvsesgqh5jjmsjkb5ruia,https://scratch.mit.edu/projects/789346918,https://soc-character-viewer.netlify.app/azadehpedramnia,https://youtu.be/sSB1V69QEiA
iehvebp4tcok4ai7uiehe8jkoexow2qr,https://scratch.mit.edu/projects/786280630,https://soc-character-viewer.netlify.app/razaling123,https://youtu.be/RnYY3eo2AJk
7i45r23l0ehikd4grn7i45xitmwewv4d,https://scratch.mit.edu/projects/787842782,https://soc-character-viewer.netlify.app/htl30,https://youtu.be/EBm4xhfnF1M
pklj7u88tcz83xqz91f6fpklj9y80q3h,https://scratch.mit.edu/projects/789582316,https://soc-character-viewer.netlify.app/mell26,https://www.youtube.com/watch?v=3xdTrAd5nGk
9be0t4yvtg771mqr4u49be0tz71tyem9,https://scratch.mit.edu/projects/789634726/,https://soc-character-viewer.netlify.app/fadumeena,https://youtu.be/Acbju6S_ZTo
5ttl7vb6ratz75t7ngry79z4rpx2ouqy,https://scratch.mit.edu/projects/789061207/,https://soc-character-viewer.netlify.app/jamesthecooke,https://youtu.be/EBwNG2XLDSQ
czb0aq6lf897co0w71qczb0aq6mykna5,https://scratch.mit.edu/projects/788541534,https://soc-character-viewer.netlify.app/sullcat,https://youtu.be/4xHpzTw9Bww
z11cazx11nsz3zea08gvz11cangc3zsi,https://scratch.mit.edu/projects/753797021,https://soc-character-viewer.netlify.app/flashgordon,https://youtu.be/_2MFtEmVAng
nc6ev1iqdnjxonx6vnc6ev1o4jtep90q,https://scratch.mit.edu/projects/789346309,https://soc-character-viewer.netlify.app/hollysalt,https://www.youtube.com/watch?v=DaoJNTe_nNQ&t=8s
zfttlsxrn56fbl3vq7zfttlra9afj1p0,https://scratch.mit.edu/projects/787216999,https://soc-character-viewer.netlify.app/rezagholamali,https://youtu.be/9EKuLoN2xrc
yx3w5w2zpd9wu4nuyx3w5d7ocsfquh7f,https://scratch.mit.edu/projects/788654294,https://soc-character-viewer.netlify.app/dan90,https://youtu.be/aDTq8_QLi8k
k1a8ridh17p02zyk1a8gncjdl04kvqbz,https://scratch.mit.edu/projects/825323835,https://soc-character-viewer.netlify.app/lbeyan,https://youtu.be/j9Js4yqILYQ
4gomy83cj5lug4gowi4gyihc5ynv911g,https://scratch.mit.edu/projects/787641483,https://soc-character-viewer.netlify.app/vay,https://youtu.be/YfdGf7VMWzQ
hg7m1vloln8i3rsuplyhg7m1kfa043wh,https://scratch.mit.edu/projects/812312684,https://soc-character-viewer.netlify.app/kodning7,https://drive.google.com/file/d/1_wssAudDJQDdnme2hh1qlq14FvP5Xsyj/view?usp=sharing
n9dwhjz87o5dxxtnn9dw7zdms7t2j1ww,https://scratch.mit.edu/projects/788996563,https://soc-character-viewer.netlify.app/gowersam,https://youtu.be/2hRyuuUEW8Y
fzkbak7qzec7erffzkkcndckpu4ky0s1,https://scratch.mit.edu/projects/788221201,https://soc-character-viewer.netlify.app/caian,https://youtu.be/sLt73iwH5Uc
l180dpcp3lr4rln7v97x0l180dpc10io,https://scratch.mit.edu/projects/828106026,https://soc-character-viewer.netlify.app/Mucaawiye,https://youtu.be/i1Nm9auVU2g
z5d9uzq5flw2hl796z5d95rurotubair,https://scratch.mit.edu/projects/797576025/,https://soc-character-viewer.netlify.app/mahadmohamed,https://youtu.be/NtDbBvknYOM
5p6xhkwf4z3r9pwmi5p6x50mc5m8wqb8,https://scratch.mit.edu/projects/789477044/,https://soc-character-viewer.netlify.app/vennilaaurora@hotmail.com,https://www.youtube.com/watch?v=mHcZZPFYJKE&feature=youtu.be
fkrtki531v2k36fkrtkts2mbqxi9v2cf,https://scratch.mit.edu/projects/793221919,https://soc-character-viewer.netlify.app/tdano,https://youtu.be/zqvPjfw8cG0
inecaichk3blrqswr5wgwinecai0tpmd,https://scratch.mit.edu/projects/790785894,https://soc-character-viewer.netlify.app/miladdv,https://youtu.be/PU6GzVg9umI
dri1mjdryvj2b6gzhidri1tizfnizmp6,https://scratch.mit.edu/projects/768548505,https://soc-character-viewer.netlify.app/fionameng,https://youtu.be/8CIf0-_skd0
n6dztauyva1b21pygtn6dztans8583sf,https://scratch.mit.edu/projects/795163535,https://soc-character-viewer.netlify.app/ndzvoti96,https://youtube.com/watch?v=8QmaGOKIhFk&si=EnSIkaIECMiOmarE
but9eo5re2ul2ynjzvgbut9eo5jxu9ow,https://scratch.mit.edu/projects/792424647/,https://soc-character-viewer.netlify.app/codebycalvin,https://www.youtube.com/watch?v=hhzKEnPa5Nw
dd6ocfhh8egyod07sixdd6oc3iiet6dt,https://scratch.mit.edu/projects/791882456,https://soc-character-viewer.netlify.app/misterduffy,https://youtu.be/8p9JhNloAEA
oidy2dyej2cv0z74rqsoidy2l45189lz,https://scratch.mit.edu/projects/843227501/,https://soc-character-viewer.netlify.app/chazzat18,https://youtu.be/8zWEeHAYwZE
gqo763eksc6djftqddygqo752qttix8g,https://scratch.mit.edu/projects/792474921,https://soc-character-viewer.netlify.app/wheatley,https://www.youtube.com/watch?v=TE-cSXrNGqc
2itpmy0jop69ufbycs2itpm5pmaiooou,https://scratch.mit.edu/projects/795361162,https://soc-character-viewer.netlify.app/mitchcrook,https://youtu.be/JrjiOwfh5ek
16t0zt4yujjr7qvsmn16t0ztehfl9v61,https://scratch.mit.edu/projects/799381842/,https://soc-character-viewer.netlify.app/zlast2001,https://youtu.be/ZIc3HiCURWA
7chd5hhzpxlrszgc5l27chd9hdet8u2b,https://scratch.mit.edu/projects/792807872,https://soc-character-viewer.netlify.app/soygazer,https://www.youtube.com/watch?v=_V3xfahvtm4
bf6cvhkq72irwlfbf6ch7f8nndzrxn3e,https://scratch.mit.edu/projects/799109909,https://soc-character-viewer.netlify.app/forhadh1,https://youtu.be/JGCo-nep5xs
bsa7uz6zrbfoegths3sbsa7uz6y80jay,https://scratch.mit.edu/projects/795347901,https://soc-character-viewer.netlify.app/waterblur,https://youtu.be/Mz2yYpE-Ym8
jtthdsxgwj8dpfqoxjtthdtphc84lsw9,https://scratch.mit.edu/projects/799525555,https://soc-character-viewer.netlify.app/Yahye93,https://www.youtube.com/watch?v=UgyvWVqz-m8&t=13s&ab_channel=CaptainFlint
msem4gv8z4yqqpdmsemd5mtf2e0vuk8c,https://scratch.mit.edu/projects/794100783,https://soc-character-viewer.netlify.app/Smellymelly07,https://youtu.be/kCscYgLBKZs
pm01wo88fz2scedfepm0ltkebo2vaanr,https://scratch.mit.edu/projects/738251986/,https://soc-character-viewer.netlify.app/mat44,https://share.vidyard.com/watch/jyqaTQPhVbthXTKfJrdbRM?
8qlnljp00a70xq18qlnlzlqs0kw21meb,https://scratch.mit.edu/projects/800256512,https://soc-character-viewer.netlify.app/liamcork,https://youtu.be/xZUMmPmFy5o
u1cb4qs1vr2t8qxzfztu1cb0atffrdvb,https://scratch.mit.edu/projects/801850394,https://soc-character-viewer.netlify.app/newbie,https://youtu.be/Qm6q_vl9CFI
ik55411jdsws46869v549ik55410ciy0,https://scratch.mit.edu/projects/799065715,https://soc-character-viewer.netlify.app/mattc0d3s,https://www.youtube.com/watch?v=ZKwVz6bnrRw
j8p8c1u4r25mmxj8p8el8e79o2xey104,https://scratch.mit.edu/projects/827893906,https://soc-character-viewer.netlify.app/smithorian,https://youtu.be/iVeDvyRYI9M
hkamgezxynpsu56to4mtbohkamgejnlx,https://scratch.mit.edu/projects/804637478,https://soc-character-viewer.netlify.app/seancodes,https://youtu.be/MCAKPGz1FDc
3nib5bat1ldilsefi3nib5jx87t2yxf4,https://scratch.mit.edu/projects/807105497,https://soc-character-viewer.netlify.app/reehac01,https://youtu.be/SHq_inmR0Io
ljmhp1hnt4l9h3p147ejjtljmhp1c7og,https://scratch.mit.edu/projects/803268382,https://soc-character-viewer.netlify.app/ubahkahie,https://www.youtube.com/watch?v=XDfHDIu-xgw
zykhfrz3heafcwmabetzykpvlwxybnta,https://scratch.mit.edu/projects/806325111,https://soc-character-viewer.netlify.app/mattseears,https://youtu.be/kWf-Zbb9seg
s8isg8hxvf3mt6x4s5hr44s8isg81fap,https://scratch.mit.edu/projects/791709779/,https://soc-character-viewer.netlify.app/kyro,https://www.youtube.com/watch?v=yIcL2wT7Qfo
5613s59mu4giij1o48k5613s5a0ajlzk,https://scratch.mit.edu/projects/832994558,https://soc-character-viewer.netlify.app/ddasilvateixeira,https://youtu.be/9OEQ9F8rIYw
mmhbr50kssd2grx4ont4mmuwpd48lhrt,https://scratch.mit.edu/projects/815781518,https://soc-character-viewer.netlify.app/subliminaljoe,https://www.youtube.com/watch?v=v1Cu2z1qfO8
okqnj7ha8p0q47z0okqnjvy2bbdb5mgc,https://scratch.mit.edu/projects/832651760,https://soc-character-viewer.netlify.app/douglaskforbes@gmail.com,https://youtu.be/qeVvw8tzwjI
99w7sfcx6tqrsefb99w7m1eyfwlp292n,https://scratch.mit.edu/projects/807615212,https://soc-character-viewer.netlify.app/neeta,https://youtu.be/Uxir1jzDMHc
odf8osx2tlbkpptfodf848cn8c25m3r7,https://scratch.mit.edu/projects/805117820,https://soc-character-viewer.netlify.app/maramar0414,https://www.youtube.com/watch?v=FLq-Ws0r09I
xo4epjifqd2dxo4qyajaocbf4wvihx2e,https://scratch.mit.edu/projects/815322138,https://soc-character-viewer.netlify.app/gbalchin91,https://youtu.be/wBGiRN1pxA8
ifs6jkcn7jkpw23l0ijgifs6jpfnn66n,https://scratch.mit.edu/projects/805860958,https://soc-character-viewer.netlify.app/rroshan10,https://youtu.be/5wyfI_F8weM
pwd5ey71cjqzdnrqyvpwd5e342025vnf,https://scratch.mit.edu/projects/808211776,https://soc-character-viewer.netlify.app/tombensley,https://youtu.be/23Rl3r0Uffk
w547j0i753an8iqa3hw547j0hc2fyejs,https://scratch.mit.edu/projects/829813162,https://soc-character-viewer.netlify.app/Samzielutalo,https://youtu.be/NsZKM5mwTBo
y5cbemsb52sa9scqrtqe97yy5cbemsii,https://scratch.mit.edu/projects/806513876,https://soc-character-viewer.netlify.app/cragieboi91,https://youtu.be/NmlPqNfzT8Q
4m7lprxcuvjai3a4m7l5b7lyxwmx0ec3,https://scratch.mit.edu/projects/810958389,https://soc-character-viewer.netlify.app/danuta92,https://www.youtube.com/watch?v=NujdQkiz3U4
wyl7ilmsqymbzczh9lwyl7i6734qsseq,https://scratch.mit.edu/projects/829129171/,https://soc-character-viewer.netlify.app/perdincibacco,https://youtu.be/v_5vckqQJTo
78ddt5du9xtsjka8gbu378d9x40dro4r,https://scratch.mit.edu/projects/843843748/,https://soc-character-viewer.netlify.app/jordanw,https://youtu.be/BFj9VqSaB4Y
9g7tcovivl1gyhaci1h9g7typpusttfi,https://scratch.mit.edu/projects/828104035,https://soc-character-viewer.netlify.app/idlepirate,https://youtu.be/-ywjh7y9UK8
l5jejwhibfkopjh59l5jeykm1o6pp9i8,https://scratch.mit.edu/projects/821070558/,https://soc-character-viewer.netlify.app/https://application.schoolofcode.io/game/mauimpr,https://www.youtube.com/watch?v=xvdt0rR5uuY
iamthgf847fniambtfzzcxu4at7s0ym2,https://scratch.mit.edu/projects/846581789/editor,https://soc-character-viewer.netlify.app/saliha,https://youtube.com/watch?v=JqaS0nz48Ck&feature=share
gu16odwp6x55qp2urhgn2rgu16o5cnaq,https://scratch.mit.edu/projects/828639055,https://soc-character-viewer.netlify.app/fredpole,https://youtu.be/0kiBnXNLYfI
rc2g9trrnqbz7nm0lo0jrc2wwn5hwb02,https://scratch.mit.edu/projects/820674771,https://soc-character-viewer.netlify.app/ruthl,https://youtu.be/OJgJzplqNoM
rw2a0qul52h03hplhcrw2a002x5fb21x,https://scratch.mit.edu/projects/822326996,https://soc-character-viewer.netlify.app/kebusby,https://youtu.be/kj9WbaQ0wFU
vp4og5d9n50abbilfemvp4og5d9d1ei2,https://scratch.mit.edu/projects/846482172 ,https://soc-character-viewer.netlify.app/sachiechan5,https://youtu.be/BOqlBWKwzn0
abf96zotbi8p57j1b1kroabf96zng08r,https://scratch.mit.edu/projects/827089813,https://soc-character-viewer.netlify.app/humairaa,https://youtu.be/Dpp_RXQ8jl4
ywp4irrec0e5p7kyywp4ntdjoac4u77k,https://youtu.be/zlEG8L5xrDA,https://soc-character-viewer.netlify.app/susanjwilliams,https://youtu.be/9uofhedjfhY
m33liw05sz02hry0m33liw0x5vkrit5d,https://scratch.mit.edu/projects/818048275,https://soc-character-viewer.netlify.app/rafaelmendes,https://youtu.be/67Xythj7mCE
1ta2l5vbd1tudegfylwdryronmikmwud,https://scratch.mit.edu/projects/817322177/editor,https://soc-character-viewer.netlify.app/drop999,https://www.youtube.com/watch?v=FFt4ZQSXzhE&t=10s
kilvkpmiypubl3b702aikilvk4zftfi1,https://scratch.mit.edu/projects/814191010,https://soc-character-viewer.netlify.app/lpr,https://1drv.ms/v/s!AgO9KbsCghFcjLV3VWeL-EPcnWfcdg?e=KdFOgz
gwf4kvjr0ftd730gwf4k5jf1o7n2qjom,https://scratch.mit.edu/projects/846138131,https://soc-character-viewer.netlify.app/salvamea,https://youtu.be/re1nDnl63vs
cqga7pno978drcqga7368zpe6irh81m3,https://scratch.mit.edu/projects/815954930/,https://soc-character-viewer.netlify.app/lifesavincookie,https://youtu.be/4cs9QDxLe8c
czve7iwtbih25oczvhnej2d1j5dt3mxp,https://scratch.mit.edu/projects/819407842/,https://soc-character-viewer.netlify.app/mrcrnc,https://www.youtube.com/playlist?list=PLnFo-wiaw3sXBgeK_xMXSrSqyu5jmqh9A
o74c99w66gw5ybsexo74c9ybqxdc8utc,https://scratch.mit.edu/projects/370990092,https://soc-character-viewer.netlify.app/miracle,https://youtu.be/X-1TsbbAs68
x4xxgf7ukr55pqx4xxclh8a203n9guwd,https://scratch.mit.edu/projects/817322177,https://soc-character-viewer.netlify.app/drop999,https://youtu.be/FFt4ZQSXzhE
dddctm09tu9l757ej92dddctk8pmsqia,https://scratch.mit.edu/projects/821153556,https://soc-character-viewer.netlify.app/rialpabloj,https://youtu.be/-pIIXWu54Fg
reyh1vbroeirl308votas7hreyh1vbro,https://scratch.mit.edu/projects/781746414,https://soc-character-viewer.netlify.app/sm22, https://youtu.be/ixjwQKJM1-Y
pyv8pudyl9pyv8rd57yzdpk21awaengv,https://scratch.mit.edu/projects/819089414,https://soc-character-viewer.netlify.app/danscott907,https://www.youtube.com/watch?v=UaxeHYiia8o
b0crbf0la6itu8cb070xgy323gcazghd,https://scratch.mit.edu/projects/820464164,https://soc-character-viewer.netlify.app/tplatt,https://youtu.be/ap4fduSFVF8
aoddu5tuyaolddn09y3sxwr2dv5t7ncl,https://scratch.mit.edu/projects/822430807,https://soc-character-viewer.netlify.app/micawilliamsgreen,https://youtu.be/A5cH0ztap5w
ycl4s35e365z21q3scce3ycl4s37ri1i,https://scratch.mit.edu/projects/841420237,https://soc-character-viewer.netlify.app/eyres13,https://youtu.be/plDr0z30YxI
e4u2ua7p4j33exe718e4u2yuz3gjvmam,https://scratch.mit.edu/projects/843520217,https://soc-character-viewer.netlify.app/muxus,https://youtu.be/y08RCqmNND8
ftc4xy14s8e1fkgxftc4xmajgxiq7jv4,https://scratch.mit.edu/projects/821926904,https://soc-character-viewer.netlify.app/gille340,https://youtube.com/playlist?list=PLOtH3xxdslSzOkjz0V_A_aLGA6PVJ2Ysy
gy986r7se2f7q448agy98uwl02ay0ehd,https://scratch.mit.edu/projects/835938160,https://soc-character-viewer.netlify.app/hannahmccabe31,https://youtu.be/yPc_eO4OCZk
t6zcdhmgzf5hb12tt6tmd5ly0zjnpqzz,https://scratch.mit.edu/projects/828582739,https://soc-character-viewer.netlify.app/gulgulgulliver,https://www.youtube.com/watch?v=VZ7OPu76BFw
sq0wab0mmdmiwgcdhr5sq0w2ekrndbos,https://scratch.mit.edu/projects/823075204,https://soc-character-viewer.netlify.app/mimitaylor,https://youtu.be/0zMYHyDTTLs
54ph90q94r546ejld8lun54ph90am8lf,https://scratch.mit.edu/projects/781746414/,https://soc-character-viewer.netlify.app/sm22,https://youtu.be/ixjwQKJM1-Y
uhpje6d7ejrew7eyuhptpri6yorjj128,https://scratch.mit.edu/projects/835809067,https://soc-character-viewer.netlify.app/eclixie,https://youtu.be/NeiIh1zwupM
e09fh337k9vzr4fkczc76e09fhld8a5a,https://scratch.mit.edu/projects/823159223,https://soc-character-viewer.netlify.app/tomjay87,https://youtu.be/eNndCFfVECc
w68kr03pawxnb02uxw68kv3q4v1nhs69,https://scratch.mit.edu/projects/837449616,https://soc-character-viewer.netlify.app/sofiatruta,https://youtu.be/xlnxIXlzyB4
p7dku3tmje1pq8qs73fdtp7dku3n6idy,https://scratch.mit.edu/projects/792918959,https://soc-character-viewer.netlify.app/thomas,https://youtu.be/H4kX5HCSYiA 
0re4z5dledth00eajl10re42sqvt0w01,https://scratch.mit.edu/projects/829132127/,https://soc-character-viewer.netlify.app/abdullah493,https://www.youtube.com/watch?v=AJZ0jwfFvfU
xgtgs3w2za85gr6oaqnxgtgs3qqowqa4,https://scratch.mit.edu/projects/825767248/,https://soc-character-viewer.netlify.app/arelus,https://www.youtube.com/watch?v=QFrMUujt_qw
bl3bot1p7s4a4nfwbt27vfbaycekigvt,https://scratch.mit.edu/projects/836449234/,https://soc-character-viewer.netlify.app/sthampi,https://youtu.be/UsvL72rxyzs
7vix0lhzv8yscx1x1o5i7vifigsi5p1s,https://scratch.mit.edu/projects/833707436,https://soc-character-viewer.netlify.app/nithin18,https://youtu.be/rDwqPPd-mPQ
a7tjsi78nwm530iscbfa7tjsipdola1a,https://scratch.mit.edu/projects/839276976,https://soc-character-viewer.netlify.app/j3r3m1ah,https://youtu.be/KqlRqr304cY
7m7su1cdgcblyfmr7m7su7h5cd8b290a,https://scratch.mit.edu/projects/846301211,https://soc-character-viewer.netlify.app/nadz83,https://youtu.be/fXrlH-LZ3Ow
ptg356u18dt0r8wez2zaptg356u1k7n4,https://scratch.mit.edu/projects/836184611/,https://soc-character-viewer.netlify.app/pathirny,https://youtu.be/U5eccCTAYSQ
p37z0a47tpe1lqx28y6bp37z0a4izv7x,https://scratch.mit.edu/projects/832304316,https://soc-character-viewer.netlify.app/niall,https://youtu.be/yv6LJzZ3bOI
4ss398t79rlohwe44ss33uta1qyrnq73,https://scratch.mit.edu/projects/768103422/,https://soc-character-viewer.netlify.app/sajmus,https://www.youtube.com/watch?v=hkj9_1-I1SU
0f38fjpyczar9x4x9st0f38ft6uo46yz,https://scratch.mit.edu/projects/842139570/,https://soc-character-viewer.netlify.app/shalim,https://youtu.be/AAh3H178lq0
la681wqa3f8xg4j75c3jla681wqa9iwk,https://scratch.mit.edu/projects/editor/?tutorial=getStarted,https://soc-character-viewer.netlify.app/Pavan39xx,https://youtu.be/HzVR42SbSZw
ypg75tixn1q7rwt2nypg75qlliiev174,https://scratch.mit.edu/projects/834247369,https://soc-character-viewer.netlify.app/tomasjef2,https://youtu.be/-WmYB53iso4
7gvloqzon52ukxrx7gvloap3ubzxv8ua,https://scratch.mit.edu/projects/846238368,https://soc-character-viewer.netlify.app/kit,https://youtu.be/vG-x5CTX_wY
